,Unnamed: 0,zipcode,unleashed,barking,poop,violation,nameone,nametwo,namethree,namefour,namefive,dognumber,breedone,breedtwo,breedthree,breedfour,breedfive,colorone,colortwo,colorthree,colorfour,colorfive,nameonenum,nametwonum,namethreenum,namefournum,namefivenum,breedonenum,breedtwonum,breedthreenum,breedfournum,breedfivenum,coloronenum,colortwonum,colorthreenum,colorfournum,colorfivenum,Fnum,Mnum,Fnameone,Fnametwo,Fnamethree,Fbreedone,Fbreedtwo,Fbreedthree,Fcolorone,Fcolortwo,Fcolorthree,Mnameone,Mnametwo,Mnamethree,Mbreedone,Mbreedtwo,Mbreedthree,Mcolorone,Mcolortwo,Mcolorthree,Fnameonenum,Fnametwonum,Fnamethreenum,Fbreedonenum,Fbreedtwonum,Fbreedthreenum,Fcoloronenum,Fcolortwonum,Fcolorthreenum,Mnameonenum,Mnametwonum,Mnamethreenum,Mbreedonenum,Mbreedtwonum,Mbreedthreenum,Mcoloronenum,Mcolortwonum,Mcolorthreenum,Fneuterednum,Mneuterednum,Fvaccinatednum,Mvaccinatednum,Fnamefour,Fnamefournum,Fnamefive,Fnamefivenum,Fbreedfour,Fbreedfournum,Fbreedfive,Fbreedfivenum,Fcolorfour,Fcolorfournum,Fcolorfive,Fcolorfivenum,Mnamefour,Mnamefournum,Mnamefive,Mnamefivenum,Mbreedfour,Mbreedfournum,Mbreedfive,Mbreedfivenum,Mcolorfour,Mcolorfournum,Mcolorfive,Mcolorfivenum,Vaccinated,Neutered,COCO,MAX,BELLA,SHIH,CHIHUAHUA,YORKSHIRE,BROWN,WHITE,BLACK
98,98,10278,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
99,99,10279,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
100,100,10280,3.0,50.0,0.0,8.0,Buddy,Bailey,Jack,Liam,Gracey,201.0,Labrador Retriever,Havanese,"Schnauzer, Miniature",Beagle,Chihuahua,Black,White,Brown,Tan,Blond,4.0,3.0,3.0,3.0,3.0,13.0,11.0,9.0,9.0,8.0,61.0,37.0,23.0,21.0,13.0,91.0,110.0,Gracey,Penny,Emma,Maltese,Labrador Retriever,Beagle,Black,White,Brown,Buddy,Jack,Liam,Havanese,"Schnauzer, Miniature",Labrador Retriever,Black,White,Brown,3.0,2.0,2.0,7.0,7.0,6.0,24.0,21.0,9.0,4.0,3.0,3.0,9.0,6.0,6.0,37.0,16.0,14.0,79.0,91.0,80.0,98.0,Lady,2.0,Bailey,2.0,Chihuahua,4.0,Labrador Retriever Crossbreed,4.0,Tan,7.0,Blond,6.0,Hutch,2.0,Cooper,2.0,Yorkshire Terrier,5.0,Chihuahua,4.0,Tan,14.0,Blond,7.0,178.0,170.0,1,1,1,7,8,6,23,37,61
101,101,10281,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
102,102,10282,0.0,16.0,1.0,2.0,Murphy,Shadow,Bailey,Maggie,Romeo,114.0,Cocker Spaniel,Yorkshire Terrier,"Bull Dog, French",Havanese,Labradoodle,Black,White,Tan,Brown,Blond,2.0,2.0,2.0,2.0,2.0,6.0,6.0,5.0,5.0,4.0,33.0,22.0,13.0,10.0,7.0,56.0,58.0,Shadow,Maggie,Mollie,Cocker Spaniel,"Bull Dog, French",Yorkshire Terrier,Black,White,Tan,Romeo,Louis,Bingo,Maltese,Dachshund,Pomeranian,Black,White,Brown,2.0,2.0,2.0,3.0,3.0,3.0,15.0,9.0,8.0,2.0,2.0,1.0,3.0,3.0,3.0,18.0,13.0,7.0,50.0,49.0,50.0,50.0,Lucy,2.0,Maidela,1.0,Havanese,3.0,Chihuahua,2.0,Blond,5.0,Apricot,4.0,Diego,1.0,Sonny,1.0,Yorkshire Terrier,3.0,Cocker Spaniel,3.0,Tan,5.0,Brindle,4.0,100.0,99.0,1,0,1,1,3,6,10,22,33
103,103,10285,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
104,104,10286,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
105,105,10301,84.0,276.0,13.0,72.0,Buddy,Rocky,Lola,Sofie,Lucky,467.0,Labrador Retriever,American Pit Bull Terrier,Shih Tzu,Yorkshire Terrier,Golden Retriever,Black,White,Brown,Tan,Blond,8.0,8.0,6.0,5.0,5.0,27.0,21.0,20.0,19.0,17.0,151.0,99.0,54.0,52.0,18.0,210.0,257.0,Lola,Sofie,Gracey,Labrador Retriever,American Pit Bull Terrier,Golden Retriever,Black,White,Tan,Buddy,Rocky,Lucky,Labrador Retriever,Shih Tzu,Maltese,Black,White,Brown,6.0,5.0,4.0,11.0,11.0,10.0,71.0,44.0,26.0,8.0,8.0,4.0,16.0,11.0,10.0,80.0,55.0,31.0,185.0,215.0,177.0,225.0,Bella,3.0,Daisy,3.0,Yorkshire Terrier,9.0,Shih Tzu,9.0,Brown,23.0,Brindle,11.0,Jake,3.0,Henry,3.0,Yorkshire Terrier,10.0,American Pit Bull Terrier,10.0,Tan,26.0,Blond,12.0,402.0,400.0,2,1,3,20,16,19,54,99,151
106,106,10302,32.0,167.0,6.0,35.0,Sparkey,Buddy,Oreo,Sammy,Mollie,212.0,Labrador Retriever,Labrador Retriever Crossbreed,American Pit Bull Terrier,Shih Tzu,Chihuahua,Black,White,Tan,Brown,Blond,5.0,4.0,4.0,3.0,3.0,17.0,12.0,12.0,11.0,9.0,66.0,44.0,29.0,21.0,11.0,99.0,113.0,Angel,Mollie,Jackie,Labrador Retriever,Labrador Retriever Crossbreed,Jack Russell Terrier,Black,White,Tan,Sparkey,Buddy,Oreo,Chihuahua,Shih Tzu,Cocker Spaniel,Black,White,Tan,3.0,3.0,2.0,11.0,8.0,7.0,38.0,16.0,12.0,5.0,4.0,3.0,7.0,7.0,6.0,28.0,28.0,17.0,90.0,93.0,89.0,95.0,Tess,2.0,Boo,2.0,American Pit Bull Terrier Crossbreed,6.0,American Pit Bull Terrier,6.0,Brown,9.0,Blond,6.0,Max,2.0,Sammy,2.0,Labrador Retriever,6.0,American Pit Bull Terrier,6.0,Brown,12.0,Blond,5.0,184.0,183.0,0,2,2,11,9,9,21,44,66
107,107,10303,47.0,248.0,26.0,97.0,Bella,Coco,Rocky,Buster,Buddy,234.0,American Pit Bull Terrier,Yorkshire Terrier,Labrador Retriever,American Pit Bull Terrier Crossbreed,Shih Tzu,Black,White,Tan,Brown,Gray,5.0,5.0,5.0,4.0,3.0,25.0,18.0,12.0,10.0,10.0,65.0,43.0,32.0,31.0,17.0,103.0,131.0,Bella,Cookie,Lady,American Pit Bull Terrier,Yorkshire Terrier,Jack Russell Terrier,Black,White,Brown,Rocky,Buster,Coco,American Pit Bull Terrier,Yorkshire Terrier,Labrador Retriever,Black,Tan,White,5.0,3.0,3.0,12.0,7.0,6.0,28.0,22.0,15.0,5.0,4.0,4.0,13.0,11.0,8.0,37.0,21.0,21.0,86.0,104.0,92.0,113.0,Precious,3.0,Ruby,3.0,American Pit Bull Terrier Crossbreed,5.0,German Shepherd Dog,5.0,Tan,11.0,Gray,6.0,Buddy,3.0,Chase,3.0,Shih Tzu,8.0,Beagle,7.0,Brown,16.0,Gray,11.0,205.0,190.0,5,1,5,10,7,18,31,43,65
108,108,10304,88.0,252.0,16.0,87.0,Max,Bella,Coco,Sofie,Pebbles,458.0,Yorkshire Terrier,Shih Tzu,Labrador Retriever,Chihuahua,Cocker Spaniel,Black,White,Tan,Brown,Blond,7.0,6.0,5.0,4.0,4.0,34.0,28.0,24.0,22.0,20.0,149.0,104.0,51.0,43.0,27.0,209.0,249.0,Bella,Sofie,Honey,Yorkshire Terrier,Shih Tzu,Mixed,Black,White,Tan,Max,Oreo,Tobby,Yorkshire Terrier,Shih Tzu,Labrador Retriever,Black,White,Tan,6.0,4.0,4.0,13.0,12.0,12.0,69.0,48.0,27.0,7.0,3.0,3.0,21.0,16.0,15.0,80.0,56.0,24.0,180.0,188.0,180.0,212.0,Mollie,4.0,Pebbles,4.0,Cocker Spaniel,11.0,Chihuahua,9.0,Brown,24.0,Blond,13.0,Shadow,3.0,Mickey,3.0,Chihuahua,13.0,Maltese,12.0,Brown,19.0,Blond,14.0,392.0,368.0,5,7,6,28,22,34,43,104,149
109,109,10305,79.0,304.0,4.0,85.0,Max,Bella,Buddy,Rocky,Lucky,608.0,Yorkshire Terrier,Shih Tzu,Labrador Retriever,Chihuahua,American Pit Bull Terrier,Black,White,Tan,Brown,Blond,11.0,11.0,9.0,9.0,8.0,45.0,39.0,34.0,26.0,22.0,197.0,118.0,72.0,67.0,27.0,289.0,319.0,Bella,Coco,Princess,Yorkshire Terrier,Shih Tzu,Labrador Retriever,Black,White,Tan,Max,Buddy,Rocky,Shih Tzu,Yorkshire Terrier,Labrador Retriever,Black,White,Brown,11.0,7.0,6.0,24.0,15.0,14.0,94.0,55.0,40.0,11.0,9.0,9.0,24.0,21.0,20.0,103.0,63.0,35.0,250.0,248.0,234.0,267.0,Chloe,6.0,Mollie,5.0,American Pit Bull Terrier,14.0,Chihuahua,12.0,Brown,32.0,Gray,13.0,Tobby,6.0,Lucky,6.0,Chihuahua,14.0,Beagle,11.0,Tan,32.0,Blond,15.0,501.0,498.0,7,11,11,39,26,45,67,118,197
110,110,10306,80.0,503.0,4.0,123.0,Bella,Buddy,Max,Rocky,Daisy,1068.0,Yorkshire Terrier,Shih Tzu,Maltese,Labrador Retriever,Chihuahua,Black,White,Tan,Brown,Blond,19.0,16.0,16.0,16.0,14.0,78.0,66.0,52.0,49.0,48.0,316.0,241.0,116.0,112.0,50.0,519.0,549.0,Bella,Daisy,Mollie,Yorkshire Terrier,Shih Tzu,Labrador Retriever,Black,White,Brown,Buddy,Max,Rocky,Yorkshire Terrier,Shih Tzu,Maltese,Black,White,Tan,19.0,14.0,14.0,35.0,32.0,26.0,154.0,107.0,63.0,16.0,16.0,16.0,43.0,34.0,30.0,162.0,134.0,63.0,468.0,470.0,416.0,448.0,Lola,11.0,Roxie,11.0,Chihuahua,22.0,Maltese,22.0,Tan,53.0,Blond,30.0,Bailey,10.0,Jake,8.0,Chihuahua,26.0,Labrador Retriever,23.0,Brown,49.0,Brindle,22.0,864.0,938.0,10,16,19,66,48,78,112,241,316
111,111,10307,17.0,103.0,1.0,22.0,Bella,Baby,Lola,Buddy,Stella,252.0,Labrador Retriever,Yorkshire Terrier,Cocker Spaniel,Shih Tzu,Chihuahua,Black,White,Brown,Tan,Blond,9.0,5.0,5.0,4.0,4.0,15.0,12.0,10.0,9.0,8.0,74.0,47.0,29.0,26.0,13.0,124.0,127.0,Bella,Baby,Lola,Labrador Retriever,Beagle,West High White Terrier,Black,White,Brown,Samson,Rocky,Buddy,Yorkshire Terrier,Cocker Spaniel,Shih Tzu,Black,White,Tan,9.0,5.0,5.0,9.0,6.0,5.0,37.0,29.0,15.0,4.0,4.0,3.0,9.0,6.0,6.0,36.0,18.0,15.0,118.0,110.0,104.0,104.0,Stella,4.0,Lady,3.0,Maltese,5.0,Mixed,5.0,Tan,11.0,Blond,7.0,Tobby,3.0,Buster,3.0,Labrador Retriever,6.0,German Shepherd Crossbreed,6.0,Brown,14.0,Gray,8.0,208.0,228.0,4,2,9,9,8,12,29,47,74
112,112,10308,43.0,310.0,9.0,59.0,Buddy,Max,Rocky,Bella,Coco,611.0,Shih Tzu,Labrador Retriever,Yorkshire Terrier,Cocker Spaniel,Maltese,Black,White,Brown,Tan,Blond,10.0,10.0,10.0,9.0,9.0,49.0,37.0,32.0,27.0,24.0,183.0,138.0,75.0,66.0,39.0,283.0,328.0,Bella,Coco,Mollie,Labrador Retriever,Shih Tzu,Cocker Spaniel,Black,White,Brown,Buddy,Max,Rocky,Shih Tzu,Yorkshire Terrier,Labrador Retriever,Black,White,Brown,9.0,9.0,7.0,21.0,19.0,13.0,83.0,65.0,37.0,10.0,10.0,10.0,30.0,19.0,16.0,100.0,73.0,38.0,260.0,277.0,228.0,271.0,Mia,6.0,Sandy,6.0,Yorkshire Terrier,13.0,Maltese,12.0,Tan,34.0,Blond,16.0,Lucky,7.0,Jack,5.0,Cocker Spaniel,14.0,Maltese,12.0,Tan,32.0,Blond,23.0,499.0,537.0,9,10,9,49,16,32,75,138,183
113,113,10309,53.0,236.0,11.0,71.0,Bella,Max,Mollie,Bailey,Mia,604.0,Yorkshire Terrier,Shih Tzu,Labrador Retriever,Maltese,American Pit Bull Terrier,Black,White,Tan,Brown,Blond,15.0,10.0,8.0,8.0,6.0,51.0,37.0,31.0,26.0,22.0,162.0,142.0,68.0,65.0,36.0,318.0,286.0,Bella,Mollie,Mia,Yorkshire Terrier,Labrador Retriever,Shih Tzu,Black,White,Tan,Max,Bailey,Rocco,Yorkshire Terrier,Shih Tzu,Maltese,Black,White,Tan,15.0,8.0,6.0,24.0,18.0,17.0,77.0,72.0,37.0,10.0,6.0,6.0,27.0,20.0,14.0,85.0,70.0,31.0,295.0,252.0,253.0,236.0,Lady,6.0,Pebbles,5.0,American Pit Bull Terrier,15.0,Mixed,13.0,Brown,35.0,Blond,21.0,Buddy,5.0,Sammy,5.0,Labrador Retriever,13.0,Chihuahua,10.0,Brown,30.0,Blond,15.0,489.0,547.0,5,10,15,37,18,51,65,142,162
114,114,10310,63.0,202.0,6.0,67.0,Buddy,Daisy,Roxie,Bella,Max,352.0,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Labrador Retriever,Mixed,Black,White,Tan,Brown,Brindle,7.0,5.0,5.0,4.0,4.0,21.0,19.0,17.0,15.0,12.0,94.0,75.0,40.0,39.0,24.0,168.0,184.0,Daisy,Roxie,Bella,American Pit Bull Terrier,Shih Tzu,Yorkshire Terrier,Black,White,Tan,Buddy,Max,Leo,Shih Tzu,Yorkshire Terrier,Labrador Retriever,Black,White,Brown,5.0,5.0,4.0,12.0,11.0,7.0,43.0,38.0,18.0,7.0,4.0,4.0,10.0,10.0,9.0,51.0,37.0,22.0,150.0,154.0,147.0,156.0,Lucy,4.0,Mollie,3.0,Beagle,6.0,Maltese,6.0,Brown,17.0,Brindle,12.0,Cooper,3.0,Samson,3.0,Pug,7.0,American Pit Bull Terrier,7.0,Tan,22.0,Brindle,12.0,303.0,304.0,4,4,4,21,8,17,39,75,94
115,115,10312,81.0,329.0,24.0,98.0,Buddy,Bella,Coco,Rocky,Mollie,1278.0,Shih Tzu,Labrador Retriever,Yorkshire Terrier,Maltese,Chihuahua,Black,White,Tan,Brown,Blond,25.0,25.0,22.0,21.0,17.0,106.0,94.0,84.0,73.0,50.0,381.0,321.0,133.0,131.0,65.0,618.0,660.0,Bella,Coco,Mollie,Shih Tzu,Labrador Retriever,Yorkshire Terrier,Black,White,Tan,Buddy,Rocky,Max,Shih Tzu,Labrador Retriever,Yorkshire Terrier,Black,White,Brown,25.0,18.0,17.0,51.0,48.0,45.0,190.0,157.0,67.0,25.0,21.0,16.0,55.0,46.0,39.0,191.0,164.0,68.0,560.0,580.0,495.0,533.0,Roxie,14.0,Lucy,11.0,Maltese,36.0,Chihuahua,24.0,Brown,63.0,Blond,27.0,Buster,13.0,Jake,12.0,Maltese,37.0,Chihuahua,26.0,Tan,66.0,Blond,38.0,1028.0,1140.0,22,16,25,106,50,84,131,321,381
116,116,10314,102.0,639.0,11.0,191.0,Bella,Max,Charlie,Coco,Mollie,1332.0,Labrador Retriever,Yorkshire Terrier,Shih Tzu,Maltese,American Pit Bull Terrier,Black,White,Brown,Tan,Blond,31.0,19.0,17.0,15.0,14.0,86.0,85.0,80.0,77.0,42.0,386.0,315.0,143.0,120.0,81.0,583.0,748.0,Bella,Mollie,Lola,Labrador Retriever,Shih Tzu,Yorkshire Terrier,Black,White,Brown,Max,Charlie,Buddy,Yorkshire Terrier,Maltese,Shih Tzu,Black,White,Brown,31.0,14.0,13.0,40.0,34.0,34.0,185.0,129.0,58.0,19.0,17.0,13.0,51.0,51.0,46.0,200.0,186.0,85.0,524.0,617.0,491.0,622.0,Daisy,11.0,Lucy,10.0,Maltese,26.0,Mixed,23.0,Tan,51.0,Blond,35.0,Rocky,13.0,Cody,11.0,Labrador Retriever,46.0,Chihuahua,25.0,Tan,69.0,Blond,46.0,1113.0,1141.0,15,19,31,80,36,85,143,315,386
117,117,10451,23.0,57.0,7.0,50.0,Bella,Prince,Baby,Princess,Rocky,214.0,Shih Tzu,Yorkshire Terrier,Chihuahua,Maltese,American Pit Bull Terrier,Black,White,Brown,Tan,Blond,5.0,4.0,4.0,4.0,4.0,32.0,30.0,23.0,16.0,11.0,63.0,53.0,28.0,23.0,11.0,94.0,120.0,Bella,Sassy,Princess,Shih Tzu,Chihuahua,Yorkshire Terrier,White,Black,Brown,Prince,Rocky,Yankee,Yorkshire Terrier,Shih Tzu,Chihuahua,Black,White,Brown,5.0,4.0,4.0,17.0,14.0,9.0,26.0,25.0,10.0,4.0,4.0,2.0,21.0,15.0,9.0,38.0,27.0,18.0,69.0,71.0,79.0,104.0,Baby,3.0,Zoey,2.0,Maltese,7.0,American Pit Bull Terrier,6.0,Tan,10.0,Blond,7.0,Max,2.0,Gizmo,2.0,Maltese,9.0,American Pit Bull Terrier,5.0,Tan,13.0,Blue,4.0,183.0,140.0,2,2,5,32,23,30,28,53,63
118,118,10452,33.0,107.0,15.0,124.0,Princess,Max,Buddy,Oreo,Rocky,200.0,Yorkshire Terrier,Shih Tzu,Chihuahua,Maltese,American Pit Bull Terrier,Black,White,Tan,Brown,Gray,5.0,4.0,3.0,3.0,3.0,32.0,27.0,22.0,18.0,15.0,55.0,53.0,26.0,22.0,13.0,88.0,112.0,Princess,Mimi,Lola,Shih Tzu,Yorkshire Terrier,Chihuahua,White,Black,Brown,Max,Buddy,Rocky,Yorkshire Terrier,Maltese,Chihuahua,Black,White,Tan,5.0,3.0,3.0,15.0,11.0,9.0,23.0,22.0,12.0,4.0,3.0,3.0,21.0,14.0,13.0,33.0,30.0,15.0,51.0,68.0,72.0,94.0,Hazel,2.0,Nala,2.0,American Pit Bull Terrier,6.0,Maltese,4.0,Tan,11.0,Gray,4.0,Peluchin,2.0,Oreo,2.0,Shih Tzu,12.0,American Pit Bull Terrier,9.0,Brown,10.0,Gray,9.0,166.0,119.0,1,4,1,27,22,32,22,53,55
119,119,10453,26.0,120.0,10.0,140.0,Cookie,Coco,Onyx,Princess,Lucky,185.0,Yorkshire Terrier,American Pit Bull Terrier,Chihuahua,Shih Tzu,Maltese,Black,White,Brown,Tan,Blue,3.0,3.0,3.0,3.0,3.0,25.0,22.0,18.0,16.0,11.0,48.0,43.0,24.0,23.0,9.0,85.0,100.0,Princess,Cookie,Lola,Shih Tzu,Yorkshire Terrier,American Pit Bull Terrier,White,Black,Brown,Onyx,Lucky,Rocky,American Pit Bull Terrier,Yorkshire Terrier,Chihuahua,Black,White,Tan,3.0,2.0,2.0,11.0,11.0,7.0,26.0,22.0,12.0,3.0,3.0,2.0,15.0,14.0,13.0,26.0,17.0,16.0,54.0,53.0,68.0,82.0,Ruby,2.0,Coco,2.0,American Pit Bull Terrier Crossbreed,6.0,Chihuahua,5.0,Tan,7.0,Blue,4.0,Teddy,2.0,Mickey,2.0,Maltese,7.0,Bichon Frise,5.0,Brown,12.0,Blue,5.0,150.0,107.0,3,2,1,16,18,25,24,43,48
120,120,10454,19.0,90.0,1.0,64.0,Princess,Lucky,Oreo,Fluffy,Snoopy,194.0,Chihuahua,Shih Tzu,Yorkshire Terrier,American Pit Bull Terrier,Pomeranian,Black,White,Brown,Tan,Gray,4.0,4.0,3.0,3.0,3.0,20.0,19.0,18.0,15.0,14.0,52.0,49.0,24.0,24.0,8.0,85.0,109.0,Princess,Nala,Casey,Chihuahua,Shih Tzu,Yorkshire Terrier,Black,White,Brown,Oreo,Fluffy,Lucky,Pomeranian,Chihuahua,Shih Tzu,Black,White,Tan,4.0,2.0,2.0,9.0,8.0,8.0,23.0,20.0,14.0,3.0,3.0,3.0,12.0,11.0,11.0,29.0,29.0,14.0,55.0,57.0,73.0,85.0,Coco,2.0,Nena,2.0,American Pit Bull Terrier,8.0,Beagle,4.0,Tan,10.0,Brindle,6.0,King,2.0,Tank,2.0,Yorkshire Terrier,10.0,American Pit Bull Terrier,7.0,Brown,10.0,Gray,5.0,158.0,112.0,2,1,1,19,20,18,24,49,52
121,121,10455,11.0,59.0,1.0,77.0,Princess,Rocky,Lady,Luna,Sasha,192.0,Chihuahua,Yorkshire Terrier,Maltese,Shih Tzu,American Pit Bull Terrier,Black,White,Tan,Brown,Gray,5.0,4.0,3.0,3.0,3.0,31.0,26.0,15.0,15.0,7.0,63.0,45.0,27.0,16.0,10.0,84.0,108.0,Princess,Sasha,Luna,Chihuahua,Yorkshire Terrier,Shih Tzu,Black,White,Tan,Rocky,Oreo,Shadow,Chihuahua,Yorkshire Terrier,Maltese,Black,White,Tan,5.0,3.0,3.0,13.0,13.0,9.0,29.0,20.0,13.0,4.0,2.0,2.0,18.0,13.0,11.0,34.0,25.0,14.0,59.0,70.0,75.0,87.0,Lady,3.0,Mia,2.0,Maltese,4.0,Rottweiler,3.0,Brown,7.0,Gray,3.0,Cody,2.0,Spike,2.0,Shih Tzu,6.0,American Pit Bull Terrier,6.0,Brown,9.0,Gray,7.0,162.0,129.0,0,1,2,15,31,26,16,45,63
122,122,10456,27.0,180.0,12.0,97.0,Coco,Lucky,Prince,Princess,Bruno,293.0,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Chihuahua,Maltese,White,Black,Brown,Tan,Gray,6.0,6.0,5.0,5.0,4.0,40.0,34.0,34.0,23.0,15.0,79.0,74.0,35.0,33.0,15.0,133.0,160.0,Princess,Coco,Mia,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,White,Black,Brown,Lucky,Prince,Bruno,Yorkshire Terrier,Shih Tzu,American Pit Bull Terrier,White,Black,Tan,5.0,4.0,3.0,22.0,17.0,15.0,34.0,33.0,22.0,6.0,5.0,4.0,19.0,18.0,17.0,45.0,41.0,17.0,85.0,77.0,114.0,125.0,Bella,2.0,Lady,2.0,Chihuahua,9.0,American Pit Bull Terrier Crossbreed,7.0,Tan,16.0,Blond,8.0,Max,3.0,Romeo,3.0,Chihuahua,14.0,Maltese,9.0,Brown,13.0,Gray,10.0,239.0,162.0,6,3,2,40,23,34,35,79,74
123,123,10457,41.0,102.0,5.0,125.0,Prince,Max,Ruby,Princess,Rocky,201.0,Chihuahua,Yorkshire Terrier,American Pit Bull Terrier,Shih Tzu,Maltese,Black,White,Tan,Brown,Gray,4.0,3.0,3.0,3.0,3.0,28.0,25.0,25.0,22.0,10.0,54.0,46.0,25.0,23.0,13.0,89.0,112.0,Ruby,Princess,Tina,American Pit Bull Terrier,Chihuahua,Yorkshire Terrier,Black,White,Tan,Prince,Max,Rocky,Yorkshire Terrier,Shih Tzu,Chihuahua,Black,White,Tan,3.0,3.0,2.0,16.0,14.0,9.0,23.0,17.0,10.0,4.0,3.0,3.0,16.0,15.0,14.0,31.0,29.0,15.0,51.0,63.0,74.0,83.0,Lola,2.0,Goya,1.0,Shih Tzu,7.0,American Pit Bull Terrier Crossbreed,4.0,Brown,9.0,Gray,9.0,Buddy,2.0,Bebop,2.0,American Pit Bull Terrier,9.0,Maltese,8.0,Brown,14.0,Gray,4.0,157.0,114.0,2,3,1,22,28,25,23,46,54
124,124,10458,32.0,215.0,9.0,255.0,Lady,Lucky,Princess,Rocky,Bella,236.0,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Chihuahua,Maltese,White,Black,Tan,Brown,Blond,4.0,4.0,4.0,4.0,3.0,28.0,28.0,22.0,17.0,11.0,57.0,52.0,30.0,29.0,15.0,91.0,145.0,Lady,Princess,Bella,American Pit Bull Terrier,Shih Tzu,Yorkshire Terrier,Black,White,Tan,Lucky,Rocky,Teddy,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,White,Black,Brown,4.0,4.0,3.0,11.0,10.0,10.0,22.0,21.0,13.0,4.0,4.0,3.0,18.0,17.0,12.0,36.0,30.0,20.0,58.0,84.0,73.0,118.0,Hailey,2.0,Susie,2.0,Chihuahua,8.0,Maltese,5.0,Blond,10.0,Brown,9.0,Oliver,3.0,Tiger,3.0,Chihuahua,9.0,Maltese,6.0,Tan,17.0,Gray,12.0,191.0,142.0,1,2,3,28,17,22,29,57,52
